GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,season,group_size
Lineups,-203994-1628374-1629004-1642383-1642846-,J. Nurkić - L. Markkanen - S. Mykhailiuk - W. Clayton Jr. - A. Bailey,1610612762,UTA,6,2,4,0.333,13.0,118.6,112.9,96.5,93.8,22.0,19.2,0.667,2.67,19.0,0.214,0.938,0.6,0.097,0.56,0.614,109.1,113.4,94.5,31,0.608,660,1432,14544,8013,1310,5970,5648,5101,5334,1442,5616,7418,4100,3682,7452,5978,5865,5193,5196,40000,2025-26,5
Lineups,-1629673-1630180-1630530-1630631-1642852-,J. Poole - S. Bey - T. Murphy III - J. Alvarado - D. Queen,1610612740,NOP,5,3,2,0.6,13.0,135.3,124.1,92.5,96.4,42.9,27.7,0.6,0.0,16.7,0.091,0.733,0.462,0.0,0.524,0.652,106.4,108.69,90.57,29,0.713,939,813,12206,6065,1409,4726,5805,4447,6664,7046,6522,8580,6346,8483,1,6510,4935,6761,3895,37760,2025-26,5
Lineups,-203944-1628978-1629675-1630245-1630538-,J. Randle - D. DiVincenzo - N. Reid - A. Dosunmu - B. Hyland,1610612750,MIN,4,3,1,0.75,13.0,120.3,122.2,109.4,100.0,10.9,22.2,0.769,2.5,25.6,0.167,0.583,0.375,0.148,0.64,0.649,99.5,103.25,86.04,27,0.571,1344,813,4949,5144,1346,4838,5873,4844,4310,1521,2180,7974,8864,10192,9467,4384,4990,8986,5747,39050,2025-26,5
Lineups,-203944-1629675-1630183-1630245-1630538-,J. Randle - N. Reid - J. McDaniels - A. Dosunmu - B. Hyland,1610612750,MIN,5,5,0,1.0,13.0,83.2,76.7,87.5,83.9,-4.3,-7.2,0.875,1.4,17.9,0.143,0.688,0.433,0.167,0.432,0.467,102.9,109.43,91.19,30,0.414,939,320,1,1,1303,10218,4855,8417,3584,3709,6189,8248,6891,9073,9816,9016,9661,6500,8502,40135,2025-26,5
Lineups,-202685-203501-1627750-1628971-1631128-,J. Valančiūnas - T. Hardaway Jr. - J. Murray - B. Brown - C. Braun,1610612743,DEN,8,2,6,0.25,13.0,111.3,100.0,151.5,137.5,-40.2,-37.5,0.5,2.5,13.2,0.231,0.75,0.48,0.067,0.478,0.556,100.4,111.18,92.65,30,0.289,379,1432,14956,8521,1301,6875,11211,10607,7497,1521,8600,7277,5571,8233,6718,8471,7256,5840,10131,40150,2025-26,5
Lineups,-1629020-1629029-1629637-1631222-1642261-,J. Vanderbilt - L. Dončić - J. Hayes - J. LaRavia - D. Knecht,1610612747,LAL,6,4,2,0.667,13.0,113.6,107.7,128.2,138.5,-14.6,-30.8,0.636,1.75,18.4,0.385,0.786,0.593,0.154,0.568,0.568,100.7,99.31,82.76,26,0.382,660,507,12206,5424,1410,6513,11294,10111,6393,3051,5860,4277,5291,4195,9569,5806,6902,10687,8971,37700,2025-26,5
Lineups,-1629020-1629029-1629637-1631222-1641733-,J. Vanderbilt - L. Dončić - J. Hayes - J. LaRavia - N. Smith Jr.,1610612747,LAL,4,3,1,0.75,13.0,145.2,131.3,148.5,143.3,-3.3,-12.1,0.833,2.5,22.7,0.25,0.778,0.529,0.125,0.711,0.78,106.9,114.46,95.38,32,0.525,1344,813,4949,5144,1347,3939,11697,8766,3723,1521,3568,6494,5340,5493,8332,3261,2701,4908,6583,39000,2025-26,5
Lineups,-203484-1629111-1629723-1641765-1642285-,K. Caldwell-Pope - J. Landale - J. Konchar - O. Prosper - C. Spencer,1610612763,MEM,2,2,0,1.0,13.0,102.0,100.0,71.4,71.4,30.6,28.6,0.818,3.0,20.5,0.357,0.778,0.594,0.1,0.44,0.51,104.5,105.59,87.99,30,0.806,3241,1432,1,1,1322,6875,3794,4369,3900,845,4446,4571,5340,4186,7468,8909,8219,8026,3022,39550,2025-26,5
Lineups,-203484-1629111-1630583-1631246-1642377-,K. Caldwell-Pope - J. Landale - S. Aldama - V. Williams Jr. - J. Wells,1610612763,MEM,5,1,4,0.2,13.0,115.3,110.3,83.3,79.4,31.9,30.9,0.75,1.5,20.9,0.357,0.522,0.459,0.207,0.58,0.598,107.9,113.03,94.19,29,0.656,939,3003,14544,8669,1305,6262,4346,4234,4368,3340,4310,4571,9229,8568,11496,5561,6181,5297,4615,40130,2025-26,5
Lineups,-201142-203991-1627827-1631095-1642263-,K. Durant - C. Capela - D. Finney-Smith - J. Smith Jr. - R. Sheppard,1610612745,HOU,9,6,3,0.667,13.0,106.8,100.0,92.5,93.1,14.4,6.9,0.455,1.67,12.2,0.375,0.8,0.581,0.1,0.462,0.516,104.9,108.01,90.01,30,0.573,296,224,13942,5424,1333,6875,5609,6021,9236,3131,9067,4328,4870,4363,7468,8632,8039,6999,5738,39330,2025-26,5
Lineups,-201142-1629006-1630578-1631095-1631106-,K. Durant - J. Okogie - A. Sengun - J. Smith Jr. - T. Eason,1610612745,HOU,10,8,2,0.8,13.0,91.9,80.0,118.1,116.1,-26.2,-36.1,0.875,1.4,18.9,0.385,0.643,0.519,0.2,0.5,0.506,99.3,106.47,88.72,25,0.337,246,114,12206,5037,1398,9867,8964,10558,3584,3709,5674,4277,8145,5695,10840,6649,8398,7651,9498,37870,2025-26,5
Lineups,-1628989-1630171-1630172-1630188-1630245-,K. Huerter - I. Okoro - P. Williams - J. Smith - A. Dosunmu,1610612741,CHI,5,4,1,0.8,13.0,136.6,142.9,71.0,70.4,65.6,72.5,0.357,1.25,12.5,0.538,0.933,0.75,0.143,0.615,0.639,107.2,105.18,87.65,28,0.857,939,507,4949,5037,1414,2885,3780,2001,9661,3929,8679,1897,4106,1587,8980,4813,5216,8210,2660,37650,2025-26,5
Lineups,-1629640-1630170-1630577-1641705-1642844-,K. Johnson - D. Vassell - J. Champagnie - V. Wembanyama - D. Harper,1610612759,SAS,6,5,1,0.833,13.0,149.1,134.4,50.8,48.4,98.3,86.0,0.563,3.0,19.1,0.429,0.85,0.676,0.094,0.648,0.675,109.3,117.97,98.31,32,1.091,660,320,4949,4994,1372,3484,2336,1620,7287,845,5593,3667,4482,2246,7400,4248,4401,4096,1379,38450,2025-26,5
Lineups,-1629640-1630170-1630577-1641705-1642264-,K. Johnson - D. Vassell - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,9,6,3,0.667,13.0,100.1,100.0,90.8,80.6,9.3,19.4,1.0,11.0,22.9,0.3,0.727,0.452,0.032,0.448,0.47,108.5,115.07,95.89,31,0.682,296,224,13942,5424,1359,6875,4586,5091,1,7,3547,5960,6386,8736,6386,8792,9614,4763,4189,38795,2025-26,5
Lineups,-202695-1627739-1627826-1628381-1641757-,K. Leonard - K. Dunn - I. Zubac - J. Collins - J. Miller,1610612746,LAC,5,3,2,0.6,13.0,152.2,131.0,100.0,100.0,52.2,31.0,0.538,1.75,17.9,0.375,0.636,0.526,0.138,0.775,0.793,89.8,97.22,81.02,29,0.744,939,813,12206,6065,1334,3952,5873,4223,7426,3051,6189,4328,8186,5559,8914,2396,2598,11432,3585,39250,2025-26,5
Lineups,-201567-1628374-1641718-1641729-1642262-,K. Love - L. Markkanen - K. George - B. Sensabaugh - C. Williams,1610612762,UTA,1,1,0,1.0,13.0,153.5,152.0,141.7,136.0,11.8,16.0,0.688,11.0,28.9,0.222,0.889,0.556,0.04,0.75,0.738,93.2,95.62,79.68,25,0.537,5899,3003,1,1,1414,2117,11167,5362,5263,7,1493,7321,4200,4884,6425,2451,3371,12000,6409,37650,2025-26,5
Lineups,-203114-203468-1628963-1642273-1642364-,K. Middleton - C. McCollum - M. Bagley III - K. George - J. Watkins,1610612764,WAS,1,0,1,0.0,13.0,100.9,103.8,138.1,146.2,-37.2,-42.3,0.6,1.0,17.1,0.273,0.667,0.478,0.231,0.548,0.593,103.8,99.44,82.87,26,0.269,5899,8778,4949,8778,1414,6784,11807,10873,6664,4104,6468,6337,6973,8256,11822,6181,6314,10613,10347,37650,2025-26,5
Lineups,-203114-1629023-1629655-1630230-1631108-,K. Middleton - P. Washington - D. Gafford - N. Marshall - M. Christie,1610612742,DAL,2,2,0,1.0,13.0,111.3,110.3,119.6,117.9,-8.3,-7.5,0.692,1.8,20.9,0.417,1.0,0.667,0.172,0.56,0.598,105.8,107.01,89.18,29,0.449,3241,1432,1,1,1376,6262,9185,8436,5235,3016,4310,3822,1,2249,10408,5978,6181,7424,7949,38350,2025-26,5
Lineups,-1626162-1630178-1641737-1642348-1642845-,K. Oubre Jr. - T. Maxey - A. Bona - J. Edwards - V. Edgecombe,1610612755,PHI,5,2,3,0.4,13.0,99.1,96.8,132.0,140.6,-33.0,-43.9,0.6,1.0,16.2,0.0,0.667,0.385,0.194,0.553,0.618,116.1,113.66,94.71,31,0.306,939,1432,13942,7860,1313,8738,11553,10951,6664,4104,7335,8649,6973,10112,10807,6094,5711,5141,9972,39910,2025-26,5
Lineups,-204001-1628379-1629638-1630249-1631243-,K. Porziņģis - L. Kennard - N. Alexander-Walker - V. Krejčí - M. Gueye,1610612737,ATL,2,2,0,1.0,13.0,119.2,117.2,87.7,92.9,31.5,24.4,0.636,3.5,18.4,0.154,0.462,0.308,0.069,0.563,0.618,104.6,102.52,85.44,29,0.558,3241,1432,1,1,1309,5426,5585,4735,6393,725,5860,8216,10724,11583,6778,5869,5717,9392,6046,40030,2025-26,5
Lineups,-202691-203076-1630230-1630314-1631108-,K. Thompson - A. Davis - N. Marshall - B. Williams - M. Christie,1610612742,DAL,3,2,1,0.667,13.0,66.5,66.7,120.0,121.2,-53.5,-54.5,0.556,0.56,11.6,0.118,0.571,0.323,0.25,0.4,0.427,124.3,123.54,102.95,36,0.159,1974,1432,4949,5424,1295,10688,9562,11638,7308,6273,9178,8493,8906,11550,11936,9445,10246,3175,11304,40215,2025-26,5
Lineups,-202691-1628997-1629023-1629655-1630314-,K. Thompson - C. Martin - P. Washington - D. Gafford - B. Williams,1610612742,DAL,8,2,6,0.25,13.0,104.5,96.7,129.3,122.6,-24.8,-25.9,0.5,1.25,12.5,0.313,0.727,0.481,0.133,0.481,0.522,102.0,108.85,90.71,30,0.321,379,1432,14956,8521,1289,8744,9694,9845,7497,3929,8679,5865,6386,8207,8773,8450,7923,6711,9804,40350,2025-26,5
Lineups,-202691-1629655-1630314-1631108-1642843-,K. Thompson - D. Gafford - B. Williams - M. Christie - C. Flagg,1610612742,DAL,5,2,3,0.4,13.0,112.1,100.0,108.7,90.3,3.4,9.7,0.385,1.0,14.3,0.111,0.5,0.36,0.172,0.675,0.694,94.8,110.15,91.79,29,0.544,939,1432,13942,7860,1339,6875,5405,5821,9599,4104,7826,8497,9236,10473,10408,3640,3991,6257,6292,39220,2025-26,5
Lineups,-202691-1629655-1630230-1631108-1642843-,K. Thompson - D. Gafford - N. Marshall - M. Christie - C. Flagg,1610612742,DAL,6,0,6,0.0,13.0,113.0,102.9,133.8,115.2,-20.8,-12.2,0.583,1.4,15.9,0.2,0.75,0.444,0.147,0.583,0.626,113.5,128.13,106.77,34,0.39,660,8778,14956,8778,1414,6834,8892,8771,7055,3709,7407,7480,5571,8801,9444,5386,5457,2631,8873,37650,2025-26,5
Lineups,-202691-1629023-1629655-1630314-1642843-,K. Thompson - P. Washington - D. Gafford - B. Williams - C. Flagg,1610612742,DAL,5,1,4,0.2,13.0,97.5,103.4,93.5,87.5,4.1,15.9,0.636,1.0,18.4,0.167,0.733,0.481,0.241,0.565,0.606,112.6,113.08,94.23,29,0.561,939,3003,14544,8669,1355,6804,5086,5366,6393,4104,5860,7974,6346,8207,11928,5848,5987,5284,6001,38840,2025-26,5
Lineups,-1626157-1628404-1629013-1630631-1642885-,K. Towns - J. Hart - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,4,3,1,0.75,13.0,145.4,157.7,97.5,96.2,47.9,61.5,0.786,5.5,26.2,0.385,0.818,0.583,0.077,0.667,0.702,98.3,94.9,79.09,26,0.692,1344,813,4949,5144,1327,1960,5787,2454,4226,217,2129,4277,4784,4264,6901,3668,3836,12183,4102,39450,2025-26,5
Lineups,-1626157-1628384-1628404-1629013-1630540-,K. Towns - O. Anunoby - J. Hart - L. Shamet - M. McBride,1610612752,NYK,5,4,1,0.8,13.0,94.8,92.9,127.8,133.3,-33.1,-40.5,0.455,0.71,13.5,0.308,0.6,0.435,0.25,0.543,0.555,100.2,99.12,82.6,28,0.143,939,507,4949,5037,1312,8928,10613,10806,9236,6032,8486,5896,8482,9052,11936,6241,7299,10761,11390,39950,2025-26,5
Lineups,-1629026-1631172-1642382-1642959-1642964-,K. Williams - O. Dieng - B. Carlson - C. Youngblood - B. Barnhizer,1610612760,OKC,3,3,0,1.0,13.0,101.5,96.2,125.0,130.8,-23.5,-34.6,0.8,2.67,22.9,0.083,0.833,0.458,0.115,0.575,0.552,96.1,96.37,80.31,26,0.386,1974,813,1,1,1352,8768,10534,10488,3945,1442,3549,8598,4521,8575,8155,5624,7332,11689,8921,38850,2025-26,5
Lineups,-1628366-1629631-1629636-1630596-1642281-,L. Ball - D. Hunter - D. Garland - E. Mobley - J. Tyson,1610612739,CLE,6,3,3,0.5,13.0,147.7,134.5,125.2,112.9,22.5,21.6,0.643,2.25,22.0,0.333,0.786,0.609,0.138,0.738,0.768,97.4,107.46,89.55,29,0.607,660,813,13942,6297,1296,3480,8648,4890,6355,1797,3967,4685,5291,3648,8914,3037,2832,7226,5205,40200,2025-26,5
Lineups,-1628366-1628378-1628418-1629631-1641772-,L. Ball - D. Mitchell - T. Bryant - D. Hunter - N. Tomlin,1610612739,CLE,3,2,1,0.667,13.0,89.7,90.3,78.9,82.8,10.8,7.6,0.667,1.0,15.0,0.2,0.706,0.469,0.194,0.479,0.534,109.8,106.94,89.12,31,0.635,1974,1432,4949,5424,1288,9099,4682,5967,5334,4104,7704,7480,6695,8394,10807,8462,7626,7448,4841,40395,2025-26,5
Lineups,-1628366-1628386-1629631-1629636-1642281-,L. Ball - J. Allen - D. Hunter - D. Garland - J. Tyson,1610612739,CLE,4,0,4,0.0,13.0,105.3,100.0,121.0,120.0,-15.7,-20.0,0.818,1.8,20.9,0.154,0.8,0.5,0.156,0.522,0.584,111.2,114.62,95.52,32,0.418,1344,8778,14544,8778,1350,6875,9303,9337,3900,3016,4310,8216,4870,5830,9692,6536,6481,4854,8436,38945,2025-26,5
Lineups,-2544-1629216-1629637-1630559-1631222-,L. James - G. Vincent - J. Hayes - A. Reaves - J. LaRavia,1610612747,LAL,3,3,0,1.0,13.0,134.1,132.0,111.5,108.3,22.7,23.7,0.556,2.5,13.9,0.462,0.6,0.522,0.08,0.5,0.598,89.9,91.87,76.56,25,0.659,1974,813,1,1,1374,3920,8142,4774,7308,1521,8415,3504,8482,5633,7014,6649,6185,13007,4574,38400,2025-26,5
Lineups,-2544-203935-1628467-1629216-1631222-,L. James - M. Smart - M. Kleber - G. Vincent - J. LaRavia,1610612747,LAL,1,0,1,0.0,13.0,137.9,137.0,128.8,138.5,9.1,-1.4,0.636,3.5,18.9,0.25,0.545,0.391,0.074,0.587,0.665,102.0,98.6,82.17,27,0.538,5899,8778,4949,8778,1364,3360,11294,8075,6393,725,5674,6494,9140,10056,6878,5357,4751,10961,6359,38700,2025-26,5
Lineups,-1628379-1629029-1629637-1630559-1631222-,L. Kennard - L. Dončić - J. Hayes - A. Reaves - J. LaRavia,1610612747,LAL,2,1,1,0.5,13.0,145.0,146.4,87.5,80.8,57.5,65.7,0.769,2.5,21.7,0.667,0.706,0.69,0.143,0.6,0.677,96.9,100.08,83.4,28,0.911,3241,3003,4949,6297,1352,2746,4589,2346,4310,1521,4007,1162,6695,2213,8980,5003,4375,10370,2400,38850,2025-26,5
Lineups,-1628374-1641718-1641729-1642268-1642271-,L. Markkanen - K. George - B. Sensabaugh - I. Collier - K. Filipowski,1610612762,UTA,7,3,4,0.429,13.0,115.3,115.6,112.2,97.0,3.1,18.7,0.929,2.6,28.9,0.0,0.6,0.346,0.156,0.688,0.683,112.8,120.95,100.79,32,0.496,505,813,14544,7823,1366,5672,5828,5130,3511,1488,1495,8649,8482,10556,9692,3505,4250,3556,7265,38695,2025-26,5
Lineups,-1628374-1629004-1641718-1642271-1642846-,L. Markkanen - S. Mykhailiuk - K. George - K. Filipowski - A. Bailey,1610612762,UTA,3,2,1,0.667,13.0,123.4,116.7,123.5,124.1,0.0,-7.5,0.75,6.0,16.2,0.077,0.6,0.357,0.033,0.45,0.617,109.3,112.08,93.4,30,0.513,1974,1432,4949,5424,1395,5451,9788,8427,4368,129,7335,8618,8482,10486,6390,8746,5728,5573,6763,37900,2025-26,5
Lineups,-1628467-1629020-1641733-1642261-1642355-,M. Kleber - J. Vanderbilt - N. Smith Jr. - D. Knecht - B. James,1610612747,LAL,2,0,2,0.0,13.0,133.3,126.9,92.0,88.5,41.3,38.5,0.583,1.75,18.9,0.333,0.714,0.538,0.154,0.652,0.666,90.7,94.78,78.99,26,0.708,3241,8778,12206,8778,1326,4289,5208,3676,7055,3051,5674,4685,6487,5305,9569,4189,4694,12211,3937,39500,2025-26,5
Lineups,-1628370-1631099-1631165-1642363-1642875-,M. Monk - K. Murray - K. Ellis - N. Clifford - M. Raynaud,1610612758,SAC,2,0,2,0.0,13.0,115.1,111.5,126.1,130.8,-11.0,-19.2,0.5,5.0,14.3,0.267,0.417,0.333,0.038,0.5,0.533,95.3,95.03,79.19,26,0.378,3241,8778,12206,8778,1330,6129,10534,9307,7497,229,7826,6419,10835,10571,6412,6649,7655,12143,9012,39400,2025-26,5
Lineups,-1629008-1629611-1629651-1630560-1641730-,M. Porter Jr. - T. Mann - N. Claxton - C. Thomas - N. Clowney,1610612751,BKN,3,1,2,0.333,13.0,98.8,96.3,95.6,104.0,3.2,-7.7,0.7,3.5,19.4,0.143,0.462,0.296,0.074,0.479,0.513,101.9,99.05,82.54,27,0.48,1974,3003,12206,8013,1407,8761,7838,8456,5163,725,5478,8248,10724,11670,6878,8462,8144,10775,7468,37800,2025-26,5
Lineups,-1629021-1631094-1641710-1641783-1642859-,M. Wagner - P. Banchero - A. Black - T. da Silva - J. Richardson,1610612753,ORL,3,2,1,0.667,13.0,67.8,69.0,121.1,124.1,-53.4,-55.2,0.833,1.25,13.2,0.211,0.636,0.367,0.138,0.292,0.363,108.9,106.67,88.89,29,0.013,1974,1432,4949,5424,1342,10666,9788,11661,3723,3929,8600,7459,8186,10393,8914,10988,10980,7511,11992,39150,2025-26,5
Lineups,-1629638-1630168-1630249-1630811-1631243-,N. Alexander-Walker - O. Okongwu - V. Krejčí - K. Wallace - M. Gueye,1610612737,ATL,7,3,4,0.429,13.0,116.5,100.0,90.1,89.3,26.4,10.7,0.727,4.0,17.4,0.5,0.769,0.621,0.067,0.52,0.561,100.7,109.09,90.91,30,0.67,505,813,14544,7823,1381,6875,5305,5742,4921,442,6377,1943,5452,3525,6718,6553,7179,6608,4284,38280,2025-26,5
Lineups,-201587-201935-203992-1627826-1642920-,N. Batum - J. Harden - B. Bogdanović - I. Zubac - K. Sanders,1610612746,LAC,6,1,5,0.167,13.0,103.7,104.0,97.9,88.9,5.8,15.1,0.625,1.0,14.3,0.417,0.667,0.567,0.2,0.5,0.563,93.4,97.88,81.57,25,0.58,660,3003,14798,8725,1383,6770,5213,5401,6475,4104,7826,3822,6973,4746,10840,6649,7096,11196,5645,38250,2025-26,5
Lineups,-1631107-1631170-1631323-1642276-1642352-,N. Jović - J. Jaquez Jr. - S. Fontecchio - K. Ware - K. Johnson,1610612748,MIA,1,0,1,0.0,13.0,124.6,130.8,91.5,96.3,33.1,34.5,0.5,2.0,17.1,0.231,0.714,0.481,0.115,0.643,0.647,101.9,96.98,80.81,26,0.625,5899,8778,4949,8778,1331,3956,5798,3862,7497,1908,6468,7277,6487,8207,8155,4270,5014,11506,4936,39350,2025-26,5
Lineups,-1626181-1628389-1630558-1631107-1631170-,N. Powell - B. Adebayo - D. Mitchell - N. Jović - J. Jaquez Jr.,1610612748,MIA,2,1,1,0.5,13.0,113.5,109.4,100.1,100.0,13.4,9.4,0.727,1.33,19.5,0.091,0.813,0.519,0.188,0.619,0.677,109.4,111.61,93.01,32,0.667,3241,3003,4949,6297,1331,6366,5873,5838,4921,3751,5462,8580,4835,5695,10715,4789,4373,5735,4293,39350,2025-26,5
Lineups,-1626181-1630558-1631170-1631323-1642276-,N. Powell - D. Mitchell - J. Jaquez Jr. - S. Fontecchio - K. Ware,1610612748,MIA,3,2,1,0.667,13.0,132.5,140.6,104.4,97.0,28.1,43.7,0.722,4.33,25.5,0.429,0.667,0.563,0.094,0.629,0.644,116.1,116.85,97.38,32,0.667,1974,1432,4949,5424,1308,3039,5828,3366,4962,427,2192,3667,6973,4790,7400,4492,5125,4297,4293,40050,2025-26,5
Lineups,-1626181-1630696-1631170-1642276-1642352-,N. Powell - D. Smith - J. Jaquez Jr. - K. Ware - K. Johnson,1610612748,MIA,1,0,1,0.0,13.0,113.1,103.4,114.3,117.9,-1.1,-14.4,0.455,0.63,12.2,0.538,0.857,0.704,0.276,0.568,0.588,100.6,103.54,86.29,29,0.48,5899,8778,4949,8778,1321,6804,9185,8947,9236,6225,9067,1897,4345,2132,12824,5806,6431,8875,7452,39635,2025-26,5
Lineups,-1626181-1630696-1631170-1641796-1642276-,N. Powell - D. Smith - J. Jaquez Jr. - P. Larsson - K. Ware,1610612748,MIA,6,4,2,0.667,13.0,90.7,85.3,142.3,139.4,-51.6,-54.1,0.636,2.33,15.6,0.222,0.692,0.419,0.088,0.397,0.44,122.9,128.11,106.76,34,0.32,660,507,12206,5424,1413,9541,11342,11618,6393,1715,7504,7321,6829,9411,7207,9649,10033,2633,9810,37655,2025-26,5
Lineups,-202696-1629632-1630171-1630245-1630581-,N. Vučević - C. White - I. Okoro - A. Dosunmu - J. Giddey,1610612741,CHI,4,2,2,0.5,13.0,110.0,115.4,141.1,144.0,-31.1,-28.6,1.0,1.75,19.4,0.231,0.714,0.481,0.154,0.5,0.618,99.5,96.14,80.12,26,0.398,1344,1432,12206,6297,1388,5685,11707,10004,1,3051,5478,7277,6487,8207,9569,6649,5711,11738,8784,38195,2025-26,5
Lineups,-202696-1629632-1630171-1630172-1630200-,N. Vučević - C. White - I. Okoro - P. Williams - T. Jones,1610612741,CHI,4,3,1,0.75,13.0,76.4,70.4,160.6,158.6,-84.2,-88.3,0.714,1.67,14.7,0.125,0.429,0.217,0.111,0.391,0.398,102.6,107.38,89.48,27,0.109,1344,813,4949,5144,1423,10619,12707,12776,4987,3131,7780,8408,10782,12307,7828,9676,10657,7275,11650,37550,2025-26,5
Lineups,-202696-1630171-1630172-1630200-1630581-,N. Vučević - I. Okoro - P. Williams - T. Jones - J. Giddey,1610612741,CHI,6,3,3,0.5,13.0,74.7,71.4,137.6,135.5,-62.9,-64.1,0.625,1.0,14.3,0.143,0.667,0.385,0.179,0.409,0.421,107.8,110.99,92.49,28,0.17,660,813,13942,6297,1382,10522,11142,11964,6475,4104,7826,8248,6973,10112,10509,9383,10316,5876,11211,38275,2025-26,5
Lineups,-202696-1627759-1628401-1630573-1631248-,N. Vučević - J. Brown - D. White - S. Hauser - B. Scheierman,1610612738,BOS,4,3,1,0.75,13.0,148.8,137.9,100.8,100.0,48.0,37.9,0.533,2.67,20.0,0.333,0.813,0.607,0.103,0.731,0.744,107.7,112.23,93.53,29,0.612,1344,813,4949,5144,1401,3279,5873,3696,7448,1442,4490,4685,4835,3662,7717,3065,3309,5509,5138,37850,2025-26,5
Lineups,-202696-1628989-1629632-1630245-1641824-,N. Vučević - K. Huerter - C. White - A. Dosunmu - M. Buzelis,1610612741,CHI,4,2,2,0.5,13.0,117.6,109.4,74.8,71.0,42.8,38.4,0.769,5.0,22.2,0.2,0.632,0.441,0.063,0.554,0.588,106.6,113.47,94.56,32,0.816,1344,1432,12206,6297,1311,6366,3793,3679,4310,229,3647,7480,8245,8989,6654,6087,6429,5175,2967,39975,2025-26,5
Lineups,-202696-1630172-1630200-1630581-1641824-,N. Vučević - P. Williams - T. Jones - J. Giddey - M. Buzelis,1610612741,CHI,3,0,3,0.0,13.0,117.6,120.7,87.7,86.7,29.9,34.0,0.5,8.0,19.0,0.429,0.933,0.69,0.034,0.569,0.569,111.4,110.64,92.2,29,0.708,1974,8778,13942,8778,1375,4995,5052,3877,7497,40,5616,3667,4106,2213,6395,5797,6899,6146,3925,38395,2025-26,5
Lineups,-202331-1641737-1642272-1642348-1642845-,P. George - A. Bona - J. McCain - J. Edwards - V. Edgecombe,1610612755,PHI,3,2,1,0.667,13.0,147.8,157.1,121.2,120.7,26.7,36.5,0.733,0.0,25.0,0.333,0.667,0.481,0.0,0.683,0.693,106.2,103.25,86.04,28,0.578,1974,1432,4949,5424,1319,1961,9536,3764,4892,7046,2197,4685,6973,8207,1,3569,4124,8988,5677,39750,2025-26,5
Lineups,-202331-203083-1629656-1630178-1631230-,P. George - A. Drummond - Q. Grimes - T. Maxey - D. Barlow,1610612755,PHI,4,2,2,0.5,13.0,90.4,90.0,99.3,103.4,-9.0,-13.4,0.583,1.75,16.7,0.313,0.769,0.517,0.133,0.446,0.467,107.6,105.67,88.06,30,0.457,1344,1432,12206,6297,1296,9103,7816,8858,7055,3051,6522,5865,5452,5708,8773,8810,9654,7991,7822,40200,2025-26,5
Lineups,-202331-1629656-1630178-1631230-1641737-,P. George - Q. Grimes - T. Maxey - D. Barlow - A. Bona,1610612755,PHI,5,4,1,0.8,13.0,115.3,118.5,95.6,92.6,19.7,25.9,0.75,2.25,22.5,0.308,0.615,0.462,0.148,0.58,0.598,102.3,102.45,85.38,27,0.629,939,507,4949,5037,1393,5313,5579,4535,4368,1797,3625,5896,8422,8483,9467,5561,6181,9416,4898,37950,2025-26,5
Lineups,-1627783-1630643-1631097-1641716-1641767-,P. Siakam - J. Huff - B. Mathurin - J. Walker - B. Sheppard,1610612754,IND,1,1,0,1.0,13.0,102.4,103.6,86.8,82.8,15.6,20.8,0.727,1.33,20.5,0.25,0.889,0.633,0.214,0.565,0.596,104.4,106.32,88.6,28,0.645,5899,3003,1,1,1368,6797,4682,4935,4921,3751,4431,6494,4200,3309,11549,5848,6219,7704,4718,38600,2025-26,5
Lineups,-1629023-1630230-1630314-1630619-1631108-,P. Washington - N. Marshall - B. Williams - M. Cisse - M. Christie,1610612742,DAL,8,2,6,0.25,13.0,118.0,120.0,73.8,72.4,44.1,47.6,0.571,2.67,18.6,0.357,0.733,0.552,0.1,0.554,0.571,105.3,105.41,87.84,30,0.663,379,1432,14956,8521,1293,5014,3904,3219,7121,1442,5816,4571,6346,5066,7468,6087,6833,8085,4537,40300,2025-26,5
Lineups,-1630172-1630188-1630200-1630245-1641824-,P. Williams - J. Smith - T. Jones - A. Dosunmu - M. Buzelis,1610612741,CHI,7,4,3,0.571,13.0,104.8,103.2,83.4,77.4,21.4,25.8,0.455,0.83,11.9,0.4,0.9,0.6,0.194,0.462,0.542,112.9,118.1,98.41,31,0.61,505,507,13942,6212,1407,6814,4251,4538,9236,5891,9113,3897,4159,3682,10807,8632,7522,4060,5164,37800,2025-26,5
